0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.013416985028965517e-01,0.000000000000000000e+00,2.173649794097158305e-01
2.026833970057931034e-01,0.000000000000000000e+00,3.450150682212482223e-01
3.040250955086896689e-01,0.000000000000000000e+00,4.519254124218499702e-01
4.053667940115862067e-01,0.000000000000000000e+00,5.469068643172790845e-01
5.067084925144828000e-01,0.000000000000000000e+00,6.332541907771664924e-01
6.080501910173793378e-01,0.000000000000000000e+00,7.122727282317222741e-01
7.093918895202758756e-01,0.000000000000000000e+00,7.842024045075135508e-01
8.107335880231724135e-01,0.000000000000000000e+00,8.485432457965784714e-01
9.120752865260689513e-01,0.000000000000000000e+00,9.041779934884759395e-01
1.013416985028965600e+00,0.000000000000000000e+00,9.494023620606044656e-01
1.114758683531862138e+00,0.000000000000000000e+00,9.818918359096462378e-01
1.216100382034758676e+00,0.000000000000000000e+00,9.985915224676197299e-01
1.317442080537655213e+00,0.000000000000000000e+00,9.954600139419317317e-01
1.418783779040551751e+00,0.000000000000000000e+00,9.668582015336982804e-01
1.520125477543448289e+00,0.000000000000000000e+00,9.038838648658039654e-01
1.621467176046344827e+00,0.000000000000000000e+00,7.885357394720747815e-01
1.722808874549241365e+00,0.000000000000000000e+00,5.568324077665814942e-01
1.824150573052137903e+00,0.000000000000000000e+00,5.696614366769988669e-01
1.925492271555034440e+00,0.000000000000000000e+00,8.124102489694824403e-01
2.026833970057931200e+00,0.000000000000000000e+00,9.370851525346345356e-01
2.128175668560827738e+00,0.000000000000000000e+00,9.943869933536668704e-01
2.229517367063724276e+00,0.000000000000000000e+00,9.888121726793005495e-01
2.330859065566620814e+00,0.000000000000000000e+00,9.091519064912523262e-01
2.432200764069517351e+00,0.000000000000000000e+00,7.109585520346273224e-01
2.533542462572413889e+00,0.000000000000000000e+00,5.132921104095138354e-01
2.634884161075310427e+00,0.000000000000000000e+00,8.493262722652800134e-01
2.736225859578206965e+00,0.000000000000000000e+00,9.772846420835972214e-01
2.837567558081103503e+00,0.000000000000000000e+00,9.934571861586810604e-01
2.938909256584000040e+00,0.000000000000000000e+00,8.915485331109476164e-01
3.040250955086896578e+00,0.000000000000000000e+00,5.653053692032296018e-01
3.141592653589793116e+00,0.000000000000000000e+00,7.549604335799848798e-01
0.000000000000000000e+00,1.013416985028965517e-01,2.173649794097158305e-01
1.013416985028965517e-01,1.013416985028965517e-01,2.738578987124059005e-01
2.026833970057931034e-01,1.013416985028965517e-01,3.716366131075199419e-01
3.040250955086896689e-01,1.013416985028965517e-01,4.680269664524015494e-01
4.053667940115862067e-01,1.013416985028965517e-01,5.579631858745055517e-01
5.067084925144828000e-01,1.013416985028965517e-01,6.413948473642272496e-01
6.080501910173793378e-01,1.013416985028965517e-01,7.184973730927624036e-01
7.093918895202758756e-01,1.013416985028965517e-01,7.890352734028374115e-01
8.107335880231724135e-01,1.013416985028965517e-01,8.522757476509231767e-01
9.120752865260689513e-01,1.013416985028965517e-01,9.069735713792094201e-01
1.013416985028965600e+00,1.013416985028965517e-01,9.513466470408379339e-01
1.114758683531862138e+00,1.013416985028965517e-01,9.830175271650569702e-01
1.216100382034758676e+00,1.013416985028965517e-01,9.988889137659466844e-01
1.317442080537655213e+00,1.013416985028965517e-01,9.948752286037464421e-01
1.418783779040551751e+00,1.013416985028965517e-01,9.652716765629892892e-01
1.520125477543448289e+00,1.013416985028965517e-01,9.010337241315823364e-01
1.621467176046344827e+00,1.013416985028965517e-01,7.836937879644402249e-01
1.722808874549241365e+00,1.013416985028965517e-01,5.457276881502983734e-01
1.824150573052137903e+00,1.013416985028965517e-01,5.798358612963870895e-01
1.925492271555034440e+00,1.013416985028965517e-01,8.167508401829856046e-01
2.026833970057931200e+00,1.013416985028965517e-01,9.392786788654657881e-01
2.128175668560827738e+00,1.013416985028965517e-01,9.950000403810612681e-01
2.229517367063724276e+00,1.013416985028965517e-01,9.878994059718659848e-01
2.330859065566620814e+00,1.013416985028965517e-01,9.063950218654511781e-01
2.432200764069517351e+00,1.013416985028965517e-01,7.045685663671380494e-01
2.533542462572413889e+00,1.013416985028965517e-01,5.258473781794954505e-01
2.634884161075310427e+00,1.013416985028965517e-01,8.530457389463145246e-01
2.736225859578206965e+00,1.013416985028965517e-01,9.785520940019013514e-01
2.837567558081103503e+00,1.013416985028965517e-01,9.927575862124051742e-01
2.938909256584000040e+00,1.013416985028965517e-01,8.884836325708201921e-01
3.040250955086896578e+00,1.013416985028965517e-01,5.545563285284569321e-01
3.141592653589793116e+00,1.013416985028965517e-01,7.603305729298195370e-01
0.000000000000000000e+00,2.026833970057931034e-01,3.450150682212482223e-01
1.013416985028965517e-01,2.026833970057931034e-01,3.716366131075199419e-01
2.026833970057931034e-01,2.026833970057931034e-01,4.345694645864184857e-01
3.040250955086896689e-01,2.026833970057931034e-01,5.105946173739980276e-01
4.053667940115862067e-01,2.026833970057931034e-01,5.886395026771915617e-01
5.067084925144828000e-01,2.026833970057931034e-01,6.645253058473638008e-01
6.080501910173793378e-01,2.026833970057931034e-01,7.364057664479872756e-01
7.093918895202758756e-01,2.026833970057931034e-01,8.030272130487851046e-01
8.107335880231724135e-01,2.026833970057931034e-01,8.631047701312393183e-01
9.120752865260689513e-01,2.026833970057931034e-01,9.150695142300760976e-01
1.013416985028965600e+00,2.026833970057931034e-01,9.569332318791169412e-01
1.114758683531862138e+00,2.026833970057931034e-01,9.861727733948091323e-01
1.216100382034758676e+00,2.026833970057931034e-01,9.995695359844054551e-01
1.317442080537655213e+00,2.026833970057931034e-01,9.929063439589916884e-01
1.418783779040551751e+00,2.026833970057931034e-01,9.602755240935156866e-01
1.520125477543448289e+00,2.026833970057931034e-01,8.921806768286316691e-01
1.621467176046344827e+00,2.026833970057931034e-01,7.686269422801192963e-01
1.722808874549241365e+00,2.026833970057931034e-01,5.092348215381550247e-01
1.824150573052137903e+00,2.026833970057931034e-01,6.082818107001507490e-01
1.925492271555034440e+00,2.026833970057931034e-01,8.293345593173905295e-01
2.026833970057931200e+00,2.026833970057931034e-01,9.456021882756964203e-01
2.128175668560827738e+00,2.026833970057931034e-01,9.966252575205923891e-01
2.229517367063724276e+00,2.026833970057931034e-01,9.849417355823598674e-01
2.330859065566620814e+00,2.026833970057931034e-01,8.978284565439008658e-01
2.432200764069517351e+00,2.026833970057931034e-01,6.845128557670743241e-01
2.533542462572413889e+00,2.026833970057931034e-01,5.602104582568168123e-01
2.634884161075310427e+00,2.026833970057931034e-01,8.638369729974594291e-01
2.736225859578206965e+00,2.026833970057931034e-01,9.821294915889583477e-01
2.837567558081103503e+00,2.026833970057931034e-01,9.904428057527716600e-01
2.938909256584000040e+00,2.026833970057931034e-01,8.789695499133670653e-01
3.040250955086896578e+00,2.026833970057931034e-01,5.193841716095175531e-01
3.141592653589793116e+00,2.026833970057931034e-01,7.758460784307168456e-01
0.000000000000000000e+00,3.040250955086896689e-01,4.519254124218499702e-01
1.013416985028965517e-01,3.040250955086896689e-01,4.680269664524015494e-01
2.026833970057931034e-01,3.040250955086896689e-01,5.105946173739980276e-01
3.040250955086896689e-01,3.040250955086896689e-01,5.685789936320477800e-01
4.053667940115862067e-01,3.040250955086896689e-01,6.332541907771663814e-01
5.067084925144828000e-01,3.040250955086896689e-01,6.994089396807812165e-01
6.080501910173793378e-01,3.040250955086896689e-01,7.639631534439605964e-01
7.093918895202758756e-01,3.040250955086896689e-01,8.247777423894286919e-01
8.107335880231724135e-01,3.040250955086896689e-01,8.799836488495960118e-01
9.120752865260689513e-01,3.040250955086896689e-01,9.276236651615871187e-01
1.013416985028965600e+00,3.040250955086896689e-01,9.654388211878786041e-01
1.114758683531862138e+00,3.040250955086896689e-01,9.906991681448287235e-01
1.216100382034758676e+00,3.040250955086896689e-01,9.999999522831537480e-01
1.317442080537655213e+00,3.040250955086896689e-01,9.889051875302057315e-01
1.418783779040551751e+00,3.040250955086896689e-01,9.511459827447399373e-01
1.520125477543448289e+00,3.040250955086896689e-01,8.763774352132167600e-01
1.621467176046344827e+00,3.040250955086896689e-01,7.415438664768917443e-01
1.722808874549241365e+00,3.040250955086896689e-01,4.326786700445235390e-01
1.824150573052137903e+00,3.040250955086896689e-01,6.501245632343616299e-01
1.925492271555034440e+00,3.040250955086896689e-01,8.489351016236913461e-01
2.026833970057931200e+00,3.040250955086896689e-01,9.553034951694855392e-01
2.128175668560827738e+00,3.040250955086896689e-01,9.986241577464971542e-01
2.229517367063724276e+00,3.040250955086896689e-01,9.792739107837109547e-01
2.330859065566620814e+00,3.040250955086896689e-01,8.825278144135543235e-01
2.432200764069517351e+00,3.040250955086896689e-01,6.476798211176229003e-01
2.533542462572413889e+00,3.040250955086896689e-01,6.092195870738069674e-01
2.634884161075310427e+00,3.040250955086896689e-01,8.806567420709133787e-01
2.736225859578206965e+00,3.040250955086896689e-01,9.873502397088506077e-01
2.837567558081103503e+00,3.040250955086896689e-01,9.858594636867574756e-01
2.938909256584000040e+00,3.040250955086896689e-01,8.620016545431796740e-01
3.040250955086896578e+00,3.040250955086896689e-01,4.466458559865900124e-01
3.141592653589793116e+00,3.040250955086896689e-01,7.998864245210981494e-01
0.000000000000000000e+00,4.053667940115862067e-01,5.469068643172790845e-01
1.013416985028965517e-01,4.053667940115862067e-01,5.579631858745055517e-01
2.026833970057931034e-01,4.053667940115862067e-01,5.886395026771915617e-01
3.040250955086896689e-01,4.053667940115862067e-01,6.332541907771663814e-01
4.053667940115862067e-01,4.053667940115862067e-01,6.859514704343092628e-01
5.067084925144828000e-01,4.053667940115862067e-01,7.421355754623100154e-01
6.080501910173793378e-01,4.053667940115862067e-01,7.984455265599312845e-01
7.093918895202758756e-01,4.053667940115862067e-01,8.522757476509231767e-01
8.107335880231724135e-01,4.053667940115862067e-01,9.013330316763412675e-01
9.120752865260689513e-01,4.053667940115862067e-01,9.433192238038343724e-01
1.013416985028965600e+00,4.053667940115862067e-01,9.757026743073593522e-01
1.114758683531862138e+00,4.053667940115862067e-01,9.955188965449797145e-01
1.216100382034758676e+00,4.053667940115862067e-01,9.991253618706887885e-01
1.317442080537655213e+00,4.053667940115862067e-01,9.817724024784523218e-01
1.418783779040551751e+00,4.053667940115862067e-01,9.366225690041134477e-01
1.520125477543448289e+00,4.053667940115862067e-01,8.518897410363449607e-01
1.621467176046344827e+00,4.053667940115862067e-01,6.987229217700822170e-01
1.722808874549241365e+00,4.053667940115862067e-01,2.095369077040491745e-01
1.824150573052137903e+00,4.053667940115862067e-01,7.000933479916675584e-01
1.925492271555034440e+00,4.053667940115862067e-01,8.737504717601517479e-01
2.026833970057931200e+00,4.053667940115862067e-01,9.671839046622587865e-01
2.128175668560827738e+00,4.053667940115862067e-01,9.999402420909049294e-01
2.229517367063724276e+00,4.053667940115862067e-01,9.697588502872859229e-01
2.330859065566620814e+00,4.053667940115862067e-01,8.588082713122188183e-01
2.432200764069517351e+00,4.053667940115862067e-01,5.866164149627601798e-01
2.533542462572413889e+00,4.053667940115862067e-01,6.660656724067276491e-01
2.634884161075310427e+00,4.053667940115862067e-01,9.019300199557978015e-01
2.736225859578206965e+00,4.053667940115862067e-01,9.931265553955341829e-01
2.837567558081103503e+00,4.053667940115862067e-01,9.778964558162053233e-01
2.938909256584000040e+00,4.053667940115862067e-01,8.357208175166733755e-01
3.040250955086896578e+00,4.053667940115862067e-01,2.587762300549749650e-01
3.141592653589793116e+00,4.053667940115862067e-01,8.301850210297982979e-01
0.000000000000000000e+00,5.067084925144828000e-01,6.332541907771664924e-01
1.013416985028965517e-01,5.067084925144828000e-01,6.413948473642272496e-01
2.026833970057931034e-01,5.067084925144828000e-01,6.645253058473638008e-01
3.040250955086896689e-01,5.067084925144828000e-01,6.994089396807812165e-01
4.053667940115862067e-01,5.067084925144828000e-01,7.421355754623100154e-01
5.067084925144828000e-01,5.067084925144828000e-01,7.890352734028375226e-01
6.080501910173793378e-01,5.067084925144828000e-01,8.369616552376965002e-01
7.093918895202758756e-01,5.067084925144828000e-01,8.831919420457878811e-01
8.107335880231724135e-01,5.067084925144828000e-01,9.252045583724944899e-01
9.120752865260689513e-01,5.067084925144828000e-01,9.604550486029805878e-01
1.013416985028965600e+00,5.067084925144828000e-01,9.861727733948091323e-01
1.114758683531862138e+00,5.067084925144828000e-01,9.991510285285445381e-01
1.216100382034758676e+00,5.067084925144828000e-01,9.954600139419317317e-01
1.317442080537655213e+00,5.067084925144828000e-01,9.699142352912635268e-01
1.418783779040551751e+00,5.067084925144828000e-01,9.147955255469263358e-01
1.520125477543448289e+00,5.067084925144828000e-01,8.158524308149608384e-01
1.621467176046344827e+00,5.067084925144828000e-01,6.323925204713566339e-01
1.722808874549241365e+00,5.067084925144828000e-01,4.364437827542311799e-01
1.824150573052137903e+00,5.067084925144828000e-01,7.538282656618592315e-01
1.925492271555034440e+00,5.067084925144828000e-01,9.016317967276462619e-01
2.026833970057931200e+00,5.067084925144828000e-01,9.796555537133722069e-01
2.128175668560827738e+00,5.067084925144828000e-01,9.990993124734696140e-01
2.229517367063724276e+00,5.067084925144828000e-01,9.547271138792933209e-01
2.330859065566620814e+00,5.067084925144828000e-01,8.239080600815336108e-01
2.432200764069517351e+00,5.067084925144828000e-01,4.800180734650322245e-01
